schoolid,schoolname,cohort,lt_emp,bar_ftlt,bar_ftst,bar_ptlt,bar_ptst,bar_emp,jda_ftlt,jda_ftst,jda_ptlt,jda_ptst,jda_emp,prof_ftlt,prof_ftst,prof_ptlt,prof_ptst,prof_emp,nprof_ftlt,nprof_ftst,nprof_ptlt,nprof_ptst,nprof_emp,undet_ftlt,undet_ftst,undet_ptlt,undet_ptst,undet_emp,gradsch_ft,unemp_def,unemp_ns,unemp_seek,emp_stat_unk,total_grads,fundbar_ftlt,fundbar_ftst,fundbar_ptlt,fundbar_ptst,fundbar_emp,lawfund_lt,lawfund_st,fundjda_ftlt,fundjda_ftst,fundjda_ptlt,fundjda_ptst,fundjda_emp,fundprof_ftlt,fundprof_ftst,fundprof_ptlt,fundprof_ptst,fundprof_emp,fundnprof_ftlt,fundnprof_ftst,fundnprof_ptlt,fundnprof_ptst,fundnprof_emp,funded_ftlt,funded_ftst,funded_ptlt,funded_ptst,funded_emp,solo_ftlt,solo_ftst,solo_ptlt,solo_ptst,solo_emp,solo_lt,solo_st,sz_2_10_ftlt,sz_2_10_ftst,sz_2_10_ptlt,sz_2_10_ptst,sz_2_10_emp,sz_2_10_lt,sz_2_10_st,sz_11_25_ftlt,sz_11_25_ftst,sz_11_25_ptlt,sz_11_25_ptst,sz_11_25_emp,sz_11_25_lt,sz_11_25_st,sz_26_50_ftlt,sz_26_50_ftst,sz_26_50_ptlt,sz_26_50_ptst,sz_26_50_emp,sz_26_50_lt,sz_26_50_st,sz_51_100_ftlt,sz_51_100_ftst,sz_51_100_ptlt,sz_51_100_ptst,sz_51_100_emp,sz_51_100_lt,sz_51_100_st,sz_101_250_ftlt,sz_101_250_ftst,sz_101_250_ptlt,sz_101_250_ptst,sz_101_250_emp,sz_101_250_lt,sz_101_250_st,sz_251_500_ftlt,sz_251_500_ftst,sz_251_500_ptlt,sz_251_500_ptst,sz_251_500_emp,sz_251_500_lt,sz_251_500_st,sz_501up_ftlt,sz_501up_ftst,sz_501up_ptlt,sz_501up_ptst,sz_501up_emp,sz_501up_lt,sz_501up_st,sz_unk_ftlt,sz_unk_ftst,sz_unk_ptlt,sz_unk_ptst,sz_unk_emp,sz_unk_lt,sz_unk_st,bsind_ftlt,bsind_ftst,bsind_ptlt,bsind_ptst,bsind_emp,bsind_lt,bsind_st,gov_ftlt,gov_ftst,gov_ptlt,gov_ptst,gov_emp,gov_lt,gov_st,pub_ftlt,pub_ftst,pub_ptlt,pub_ptst,pub_emp,pub_lt,pub_st,fedclk_ftlt,fedclk_ftst,fedclk_ptlt,fedclk_ptst,fedclk_emp,fedclk_lt,fedclk_st,locclk_ftlt,locclk_ftst,locclk_ptlt,locclk_ptst,locclk_emp,locclk_lt,locclk_st,othclk_ftlt,othclk_ftst,othclk_ptlt,othclk_ptst,othclk_emp,acad_ftlt,acad_ftst,acad_ptlt,acad_ptst,acad_emp,acad_lt,acad_st,unk_ftlt,unk_ftst,unk_ptlt,unk_ptst,unk_emp,total_ftlt,total_ftst,total_ptlt,total_ptst,total_emp_type,total_lt,total_st,state_emp1,state_emp1_num,state_emp2,state_emp2_num,state_emp3,state_emp3_num,foreign_emp_num
00103600,Samford University,2012,,99,5,1,1,106,14,1,3,1,19,2,2,2,0,6,1,0,2,0,3,0,0,0,0,0,12,0,5,15,0,166,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,6,,,41,2,2,2,47,,,12,0,0,0,12,,,10,0,0,0,10,,,3,2,0,0,5,,,4,0,0,0,4,,,3,1,0,0,4,,,2,0,0,0,2,,,0,0,0,0,0,,,16,2,3,0,21,,,8,0,1,0,9,,,2,1,0,0,3,,,3,0,0,0,3,,,7,0,0,0,7,,,0,0,0,0,0,0,0,1,0,1,,,0,0,0,0,0,116,8,8,2,134,,,AL,89,TN,12,GA,11,1
00103600,Samford University,2013,,93,5,2,2,102,8,1,1,2,12,2,0,0,0,2,1,1,1,0,3,0,0,0,0,0,6,0,4,25,0,154,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,,,36,1,2,1,40,,,7,0,0,0,7,,,5,1,0,1,7,,,8,0,0,0,8,,,2,2,0,0,4,,,6,0,0,0,6,,,0,0,0,0,0,,,0,0,0,0,0,,,9,3,1,1,14,,,18,0,0,1,19,,,4,0,0,0,4,,,0,0,0,0,0,,,4,0,0,0,4,,,0,0,0,0,0,1,0,1,0,2,,,0,0,0,0,0,104,7,4,4,119,,,AL,79,GA,19,FL,5,0
00103600,Samford University,2014,,77,4,4,0,85,9,1,1,2,13,2,1,1,0,4,1,1,2,3,7,0,0,0,0,0,7,1,3,14,2,136,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,,,28,1,2,1,32,,,5,0,0,0,5,,,5,0,0,0,5,,,4,1,0,1,6,,,3,1,0,0,4,,,4,0,0,0,4,,,0,0,0,0,0,,,0,0,0,0,0,,,13,4,6,3,26,,,14,0,0,0,14,,,1,0,0,0,1,,,1,0,0,0,1,,,7,0,0,0,7,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,89,7,8,5,109,,,AL,63,GA,13,TN,10,0
00103600,Samford University,2015,,61,2,1,1,65,19,2,1,2,24,2,0,0,0,2,0,0,1,1,2,0,0,0,0,0,3,0,3,11,2,112,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,28,2,0,2,32,,,7,0,0,0,7,,,3,0,0,0,3,,,5,0,0,0,5,,,2,0,0,0,2,,,0,0,0,0,0,,,4,0,0,0,4,,,0,0,0,0,0,,,17,1,2,0,20,,,8,0,1,0,9,,,1,0,0,1,2,,,3,0,0,0,3,,,0,1,0,0,1,,,4,0,0,0,4,0,0,0,0,0,,,0,0,0,0,0,82,4,3,4,93,,,AL,65,GA,12,FL,3,1
00103600,Samford University,2016,,87,0,2,2,91,20,0,1,1,22,5,0,0,3,8,1,0,1,1,3,0,0,0,0,0,3,2,2,22,0,153,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,,,28,0,1,3,32,,,12,0,0,0,12,,,8,0,0,0,8,,,5,0,0,0,5,,,6,0,0,0,6,,,4,0,0,0,4,,,0,0,0,0,0,,,0,0,0,0,0,,,22,0,2,4,28,,,6,0,0,0,6,,,4,0,1,0,5,,,1,0,0,0,1,,,9,0,0,0,9,,,0,0,0,0,0,3,0,0,0,3,,,0,0,0,0,0,113,0,4,7,124,,,AL,86,GA,15,TN,7,0
00103600,Samford University,2017,,86,5,3,4,98,8,2,1,0,11,8,0,1,0,9,0,2,1,0,3,0,0,0,0,0,7,2,0,8,0,138,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,35,3,2,3,43,,,6,1,0,0,7,,,4,0,0,0,4,,,5,0,0,0,5,,,12,0,0,0,12,,,2,0,0,0,2,,,2,0,0,0,2,,,0,0,0,0,0,,,16,5,1,1,23,,,8,0,2,0,10,,,2,0,0,0,2,,,2,0,0,0,2,,,5,0,0,0,5,,,0,0,0,0,0,1,0,1,0,2,,,0,0,0,0,0,102,9,6,4,121,,,AL,84,GA,11,TN,8,0
00105100,University of Alabama,2010,158,,,,,,,,,,,,,,,,,,,,,,,,,,8,,2,3,2,173,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,7,7,0,,,,,40,40,0,,,,,4,4,0,,,,,5,5,0,,,,,13,13,0,,,,,8,8,0,,,,,3,3,0,,,,,2,2,0,,,,,9,9,0,,,,,20,20,0,,,,,15,15,0,,,,,7,7,0,,,,,11,11,0,,,,,11,11,0,,,,,,,,,,3,3,0,,,,,0,,,,,158,158,0,AL,109,GA,16,TX,5,0
00105100,University of Alabama,2011,,128,3,0,0,131,16,0,0,0,16,2,0,0,0,2,1,0,0,1,2,0,0,0,0,1,5,0,2,3,2,164,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,0,0,0,11,,,32,1,0,0,33,,,12,0,0,0,12,,,2,0,0,0,2,,,1,0,0,0,1,,,7,0,0,0,7,,,9,0,0,0,9,,,0,0,0,0,0,,,0,0,0,0,0,,,22,0,0,1,24,,,16,0,0,0,16,,,11,1,0,0,12,,,14,0,0,0,14,,,7,0,0,0,7,,,0,0,0,0,0,3,1,0,0,4,,,0,0,0,0,0,147,3,0,1,152,,,AL,96,GA,13,FL,8,1
00105100,University of Alabama,2012,,133,1,2,0,136,15,0,0,0,15,3,0,0,0,3,3,0,1,0,4,0,0,0,0,0,7,0,2,1,4,172,0,0,0,0,0,,,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,0,1,0,12,,,34,0,0,0,34,,,12,0,0,0,12,,,3,0,0,0,3,,,4,0,0,0,4,,,6,0,0,0,6,,,7,0,0,0,7,,,1,0,0,0,1,,,1,0,0,0,1,,,19,0,1,0,20,,,20,1,0,0,21,,,9,0,1,0,10,,,16,0,0,0,16,,,5,0,0,0,5,,,0,0,0,0,0,6,0,0,0,6,,,0,0,0,0,0,154,1,3,0,158,,,AL,106,GA,9,TN,7,1
00105100,University of Alabama,2013,,119,0,1,0,120,25,0,1,1,27,2,0,0,0,2,4,0,1,0,5,0,0,0,0,0,4,0,3,2,3,166,0,0,0,0,0,,,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,2,,,24,0,1,0,25,,,13,0,0,0,13,,,7,0,0,0,7,,,7,0,0,0,7,,,7,0,0,0,7,,,10,0,0,0,10,,,3,0,0,0,3,,,0,0,0,0,0,,,25,0,1,0,26,,,17,0,0,0,17,,,5,0,0,1,6,,,17,0,0,0,17,,,9,0,0,0,9,,,0,0,0,0,0,4,0,1,0,5,,,0,0,0,0,0,150,0,3,1,154,,,AL,88,TN,10,TX,9,0
00105100,University of Alabama,2014,,125,3,3,0,131,21,2,0,0,23,2,1,1,0,4,0,0,2,0,2,0,0,0,0,0,3,0,2,4,2,171,1,0,0,0,1,,,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,1,0,6,,,29,0,1,0,30,,,11,0,0,0,11,,,5,0,0,0,5,,,6,0,0,0,6,,,8,2,0,0,10,,,10,0,0,0,10,,,4,1,0,0,5,,,0,0,0,0,0,,,21,2,3,0,26,,,22,1,0,0,23,,,8,0,0,0,8,,,8,0,0,0,8,,,8,0,1,0,9,,,0,0,0,0,0,3,0,0,0,3,,,0,0,0,0,0,148,6,6,0,160,,,AL,96,GA,12,TN,8,1
00105100,University of Alabama,2015,,104,3,3,0,110,13,3,0,2,18,2,1,1,2,6,1,0,0,0,1,0,0,0,0,0,2,1,1,4,1,144,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19,1,3,0,23,,,8,0,0,0,8,,,12,0,0,0,12,,,3,0,0,0,3,,,9,0,0,0,9,,,9,0,0,0,9,,,4,0,0,0,4,,,0,0,0,0,0,,,14,3,1,2,20,,,13,2,0,0,15,,,2,1,0,1,4,,,12,0,0,0,12,,,12,0,0,0,12,,,0,0,0,0,0,3,0,0,1,4,,,0,0,0,0,0,120,7,4,4,135,,,AL,72,TX,12,TN,9,1
00105100,University of Alabama,2016,,110,0,0,0,110,16,1,3,0,20,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,3,8,0,145,0,0,0,0,0,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,4,,,26,0,1,0,27,,,8,0,0,0,8,,,7,0,0,0,7,,,7,0,0,0,7,,,7,0,0,0,7,,,5,0,0,0,5,,,7,0,0,0,7,,,0,0,0,0,0,,,10,0,3,1,14,,,18,1,0,0,19,,,3,0,0,0,3,,,15,0,0,0,15,,,6,0,0,0,6,,,0,0,0,0,0,3,0,0,1,4,,,0,0,0,0,0,126,1,4,2,133,,,AL,66,GA,10,TX,9,1
00105100,University of Alabama,2017,,109,0,1,0,110,8,1,2,0,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,2,2,0,131,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,,,22,0,0,0,22,,,9,0,0,0,9,,,3,0,0,0,3,,,6,0,0,0,6,,,10,0,0,0,10,,,6,0,0,0,6,,,10,0,0,0,10,,,0,0,0,0,0,,,9,0,1,0,10,,,16,0,2,0,18,,,5,1,1,0,7,,,12,0,0,0,12,,,5,0,0,0,5,,,0,0,0,0,0,2,0,1,0,3,,,0,0,0,0,0,117,1,5,0,123,,,AL,66,DC,11,GA,9,0
00108100,Arizona State University,2010,143,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,2,167,,,,,,0,8,,,,,,,,,,,,,,,,,,,,8,,,,,5,5,0,,,,,50,46,4,,,,,9,9,0,,,,,4,4,0,,,,,5,5,0,,,,,6,6,0,,,,,2,2,0,,,,,7,7,0,,,,,1,0,1,,,,,23,18,5,,,,,21,17,4,,,,,13,9,4,,,,,2,2,0,,,,,10,10,0,,,,,,,,,,6,3,3,,,,,0,,,,,164,143,21,AZ,126,CA,10,DC,6,0
00108100,Arizona State University,2011,,137,18,2,3,160,8,9,0,1,18,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,2,7,3,201,,,,,,,,,,,,,,,,,,,,,,,0,18,0,0,18,10,0,0,0,10,,,39,8,2,4,53,,,5,0,0,0,5,,,4,0,0,0,4,,,2,0,0,0,2,,,3,0,0,0,3,,,2,0,0,0,2,,,5,0,0,0,5,,,2,0,0,0,2,,,27,2,0,0,29,,,28,12,0,0,40,,,9,3,0,0,12,,,3,0,0,0,3,,,14,0,0,0,14,,,0,0,0,0,0,0,2,0,0,2,,,0,0,0,0,0,153,27,2,4,186,,,AZ,155,CA,10,UT,4,1
00108100,Arizona State University,2012,,137,12,1,15,165,17,0,1,8,26,6,1,0,3,10,1,0,0,1,2,0,0,0,0,0,7,0,1,0,1,212,2,9,0,0,11,,,2,0,0,7,9,0,0,0,0,0,0,0,0,0,0,4,9,0,7,20,6,0,0,0,6,,,35,1,1,11,48,,,3,0,0,1,4,,,6,0,0,0,6,,,10,0,0,0,10,,,6,0,0,0,6,,,5,0,0,0,5,,,6,0,0,0,6,,,1,0,0,1,2,,,30,3,1,3,37,,,20,2,0,0,22,,,13,6,0,1,20,,,1,0,0,0,1,,,15,0,0,0,15,,,0,0,0,0,0,4,1,0,10,15,,,0,0,0,0,0,161,13,2,27,203,,,AZ,155,CA,12,UT,7,1
00108100,Arizona State University,2013,,127,9,1,2,139,44,1,4,5,54,2,0,0,0,2,0,0,2,1,3,0,0,0,0,0,2,1,1,0,2,204,0,7,0,1,8,,,6,1,0,3,10,0,0,0,0,0,0,0,0,0,0,6,8,0,4,18,4,0,1,1,6,,,56,2,3,2,63,,,9,0,1,0,10,,,8,0,0,0,8,,,2,0,0,0,2,,,4,0,0,0,4,,,13,0,0,0,13,,,3,0,0,0,3,,,0,0,0,0,0,,,23,0,2,1,26,,,31,6,0,0,37,,,2,1,0,1,4,,,2,0,0,0,2,,,7,0,0,0,7,,,0,0,0,0,0,8,1,0,3,12,,,1,0,0,0,1,173,10,7,8,198,,,AZ,172,CA,5,TX,4,0
00108100,Arizona State University,2014,,141,5,0,0,146,33,1,1,1,36,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,1,2,1,198,2,5,0,0,7,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,0,0,8,5,0,0,0,5,,,35,0,1,1,37,,,9,0,0,0,9,,,10,0,0,0,10,,,3,0,0,0,3,,,7,0,0,0,7,,,11,0,0,0,11,,,6,0,0,0,6,,,0,0,0,0,0,,,32,1,0,0,33,,,36,1,0,0,37,,,8,3,0,0,11,,,4,0,0,0,4,,,13,0,0,0,13,,,0,0,0,0,0,3,1,0,0,4,,,0,0,0,0,0,182,6,1,1,190,,,AZ,151,CA,8,CO,5,0
00108100,Arizona State University,2015,,161,0,3,0,164,34,0,4,0,38,6,0,1,0,7,0,0,2,0,2,0,0,0,0,0,5,0,3,9,1,229,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,,,49,0,3,0,52,,,12,0,0,0,12,,,4,0,0,0,4,,,8,0,0,0,8,,,9,0,0,0,9,,,7,0,0,0,7,,,5,0,0,0,5,,,2,0,0,0,2,,,38,0,5,0,43,,,40,0,1,0,41,,,3,0,0,0,3,,,4,0,0,0,4,,,15,0,0,0,15,,,1,0,0,0,1,1,0,1,0,2,,,0,0,0,0,0,201,0,10,0,211,,,AZ,164,CA,12,CO,4,1
00108100,Arizona State University,2016,,131,1,0,0,132,35,0,3,0,38,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,1,0,3,13,0,190,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,,,37,0,2,0,39,,,9,0,0,0,9,,,6,0,0,0,6,,,4,0,0,0,4,,,5,0,0,0,5,,,4,0,0,0,4,,,10,0,0,0,10,,,0,0,0,0,0,,,31,1,3,0,35,,,38,0,0,0,38,,,1,0,0,0,1,,,2,0,0,0,2,,,14,0,0,0,14,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,167,1,5,0,173,,,AZ,149,CA,7,UT,3,2
